state,Biden,Bloomberg,County,Rpt.,Sanders,Town,Warren
VT,129,42,,100%,235,Vernon,34
VT,126,61,,100%,209,Ludlow,41
VT,124,52,,100%,223,Fair Haven,26
VT,78,42,,100%,254,Duxbury,53
VT,124,43,,100%,213,Wallingford,40
VT,74,18,,100%,237,Strafford,97
VT,88,23,,100%,262,Bethel,46
VT,98,59,,100%,209,Wilmington,38
VT,69,22,,100%,258,Starksboro,59
VT,114,50,,100%,177,Londonderry,45
VT,38,17,,100%,243,Plainfield,74
VT,94,52,,100%,179,Alburgh,25
VT,75,38,,100%,209,Barnet,55
VT,65,11,,100%,222,Marlboro,93
VT,77,14,,100%,224,Cabot,47
VT,124,36,,100%,155,West Windsor,47
VT,69,27,,100%,210,Newbury,57
VT,113,48,,100%,170,Clarendon,27
VT,88,39,,100%,152,Weybridge,80
VT,62,34,,100%,211,Bolton,52
VT,71,16,,100%,222,Sharon,56
VT,35,12,,100%,258,Marshfield,50
VT,105,42,,100%,165,Highgate,11
VT,82,27,,100%,187,Pawlet,43
VT,48,18,,100%,219,Worcester,46
VT,100,33,,100%,174,Fairfield,23
VT,73,52,,100%,179,Barton,26
VT,80,43,,100%,165,Chittenden,30
VT,96,46,,100%,158,Dover,21
VT,80,31,,100%,166,Burke,43
VT,91,32,,100%,155,Pomfret,34
VT,53,17,,100%,215,Rochester,32
VT,93,38,,100%,153,Proctor,26
VT,96,34,,100%,146,Mount Holly,23
VT,89,30,,100%,173,West Rutland,16
VT,54,25,,100%,180,Craftsbury,45
VT,55,19,,100%,190,Tunbridge,42
VT,75,24,,100%,153,Brookfield,34
VT,81,65,,100%,132,Killington,19
VT,87,26,,100%,159,Elmore,26
VT,92,23,,100%,141,Shoreham,44
VT,55,18,,100%,180,Townshend,36
VT,76,32,,100%,169,Enosburgh,17
VT,59,22,,100%,198,Wolcott,16
VT,70,27,,100%,151,Barnard,39
VT,83,34,,100%,124,Addison,39
VT,70,45,,100%,124,North Hero,26
VT,69,18,,100%,138,Fairlee,43
VT,36,28,,100%,186,Montgomery,21
VT,75,29,,100%,135,Shrewsbury,25
VT,56,31,,100%,158,Richford,19
VT,56,23,,100%,144,Corinth,39
VT,60,36,,100%,143,Cavendish,17
VT,80,37,,100%,112,Mendon,24
VT,56,26,,100%,140,Fletcher,30
VT,85,36,,100%,100,Salisbury,29
VT,67,41,,100%,101,Orwell,30
VT,44,28,,100%,129,Middletown Springs,42
VT,72,28,,100%,106,Bridport,33
VT,48,26,,100%,142,Bakersfield,26
VT,66,13,,100%,124,Whitingham,23
VT,47,22,,100%,135,Braintree,32
VT,42,19,,100%,122,Peacham,50
VT,63,30,,100%,111,Winhall,28
VT,71,24,,100%,107,Sunderland,28
VT,70,24,,100%,112,Bridgewater,21
VT,44,14,,100%,134,Ripton,30
VT,65,24,,100%,111,Waterford,20
VT,65,20,,100%,103,Ryegate,22
VT,42,13,,100%,130,Chelsea,18
VT,38,14,,100%,128,Glover,29
VT,60,22,,100%,113,Jamaica,17
VT,76,22,,100%,85,Reading,28
VT,48,22,,100%,118,Sheldon,11
VT,35,7,,100%,115,Halifax,37
VT,59,24,,100%,97,Weston,15
VT,46,16,,100%,105,Greensboro,25
VT,46,27,,100%,101,Wells,16
VT,35,2,,100%,127,Woodbury,27
VT,39,19,,100%,111,Danby,16
VT,54,14,,100%,95,Grafton,23
VT,48,18,,100%,93,Washington,20
VT,18,17,,100%,117,Walden,26
VT,31,14,,100%,104,Roxbury,21
VT,53,17,,100%,82,Rupert,17
VT,47,12,,100%,87,Wardsboro,28
VT,47,34,,100%,75,Canaan,10
VT,30,5,,100%,104,Vershire,29
VT,58,21,,100%,74,Brighton,15
VT,39,13,,100%,93,St. George,22
VT,51,16,,100%,87,Leicester,15
VT,43,25,,100%,85,Benson,10
VT,39,32,,100%,81,Franklin,11
VT,37,16,,100%,102,Troy,5
VT,50,27,,100%,68,Newport Town,16
VT,29,22,,100%,94,Stockbridge,17
VT,47,19,,100%,71,Concord,9
VT,38,13,,100%,85,Groton,15
VT,47,13,,100%,70,Plymouth,26
VT,53,12,,100%,56,Stamford,30
VT,41,22,,100%,75,Panton,13
VT,37,28,,100%,79,Berkshire,7
VT,31,10,,100%,92,Albany,16
VT,24,26,,100%,86,Eden,8
VT,28,9,,100%,92,Charleston,14
VT,37,16,,100%,73,Sudbury,16
VT,46,9,,100%,75,Waltham,9
VT,44,22,,100%,55,Andover,18
VT,35,11,,100%,81,Readsboro,9
VT,36,14,,100%,69,Sutton,17
VT,35,14,,100%,76,Hubbardton,9
VT,28,25,,100%,75,Isle La Motte,5
VT,33,16,,100%,68,Tinmouth,11
VT,27,7,,100%,77,Topsham,22
VT,28,15,,100%,82,Coventry,11
VT,33,8,,100%,86,Wheelock,8
VT,27,6,,100%,80,West Fairlee,13
VT,39,11,,100%,64,Lunenburg,9
VT,28,14,,100%,74,Irasburg,8
VT,26,9,,100%,63,Kirby,18
VT,30,7,,100%,71,Brookline,13
VT,34,13,,100%,59,Peru,12
VT,27,15,,100%,67,Westfield,12
VT,31,14,,100%,66,Pittsfield,4
VT,36,12,,100%,58,Windham,8
VT,23,5,,100%,74,Waterville,7
VT,21,10,,100%,66,Orange,7
VT,18,8,,100%,48,Newark,16
VT,8,6,,100%,70,Granville,8
VT,19,12,,100%,46,Lowell,9
VT,20,10,,100%,42,Brownington,7
VT,18,9,,100%,46,Whiting,5
VT,16,10,,100%,42,Sandgate,12
VT,12,15,,100%,43,Sheffield,8
VT,22,10,,100%,33,Morgan,6
VT,20,7,,100%,37,Ira,3
VT,12,6,,100%,35,Athens,12
VT,23,8,,100%,35,Holland,3
VT,22,7,,100%,38,West Haven,2
VT,17,5,,100%,41,Woodford,6
VT,18,14,,100%,23,Landgrove,13
VT,15,4,,100%,40,Jay,5
VT,26,5,,100%,27,Stratton,5
VT,13,2,,100%,38,Goshen,9
VT,15,7,,100%,34,Westmore,5
VT,4,3,,100%,48,Hancock,6
VT,20,9,,100%,21,Maidstone,2
VT,12,4,,100%,32,Guildhall,5
VT,8,4,,100%,34,Belvidere,2
VT,15,9,,100%,19,East Haven,3
VT,11,4,,100%,26,Baltimore,3
VT,3,3,,100%,30,Stannard,4
VT,10,5,,100%,13,Bloomfield,0
VT,7,5,,100%,12,Mount Tabor,4
VT,9,1,,100%,11,Norton,0
VT,7,4,,100%,7,Brunswick,1
VT,5,3,,100%,9,Searsburg,0
VT,5,0,,100%,7,Lemington,1
VT,3,0,,100%,10,Victory,0
VT,3,0,,100%,4,Granby,0
